"id","name","standard","version","framework","severity","geo_regions","paths_count","paths"
"medtech.fda_part11_system_validation","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fda_part11_system_validation/policy.rego;policies/medtech/fda_part11_system_validation/policy_test.rego"
"medtech.fhir_smart_app_authz","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/fhir_smart_app_authz/policy.rego;policies/medtech/fhir_smart_app_authz/policy_test.rego"
"medtech.gdpr_art9_special_category_safeguards","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/gdpr_art9_special_category_safeguards/policy.rego;policies/medtech/gdpr_art9_special_category_safeguards/policy_test.rego"
"medtech.health_data_cross_border_controls","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/health_data_cross_border_controls/policy.rego;policies/medtech/health_data_cross_border_controls/policy_test.rego"
"medtech.hipaa_access_audit_logging","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_access_audit_logging/policy.rego;policies/medtech/hipaa_access_audit_logging/policy_test.rego"
"medtech.hipaa_baa_with_vendors","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_baa_with_vendors/policy.rego;policies/medtech/hipaa_baa_with_vendors/policy_test.rego"
"medtech.hipaa_mfa_privileged_access","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_mfa_privileged_access/policy.rego;policies/medtech/hipaa_mfa_privileged_access/policy_test.rego"
"medtech.hipaa_minimum_necessary","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_minimum_necessary/policy.rego;policies/medtech/hipaa_minimum_necessary/policy_test.rego"
"medtech.hipaa_security_admin_safeguards","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_security_admin_safeguards/policy.rego;policies/medtech/hipaa_security_admin_safeguards/policy_test.rego"
"medtech.hipaa_security_tech_encryption","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hipaa_security_tech_encryption/policy.rego;policies/medtech/hipaa_security_tech_encryption/policy_test.rego"
"medtech.hitech_breach_notification_60d","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/hitech_breach_notification_60d/policy.rego;policies/medtech/hitech_breach_notification_60d/policy_test.rego"
"medtech.iec_62304_scm_prp_processes","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iec_62304_scm_prp_processes/policy.rego;policies/medtech/iec_62304_scm_prp_processes/policy_test.rego"
"medtech.iec_62304_software_safety_class","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iec_62304_software_safety_class/policy.rego;policies/medtech/iec_62304_software_safety_class/policy_test.rego"
"medtech.iec_62366_usability_summative_eval","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iec_62366_usability_summative_eval/policy.rego;policies/medtech/iec_62366_usability_summative_eval/policy_test.rego"
"medtech.iso_13485_document_control","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iso_13485_document_control/policy.rego;policies/medtech/iso_13485_document_control/policy_test.rego"
"medtech.iso_14971_risk_management_file","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iso_14971_risk_management_file/policy.rego;policies/medtech/iso_14971_risk_management_file/policy_test.rego"
"medtech.iso_27001_isms_scope_and_controls","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/iso_27001_isms_scope_and_controls/policy.rego;policies/medtech/iso_27001_isms_scope_and_controls/policy_test.rego"
"medtech.log_retention_for_clinical_events","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/log_retention_for_clinical_events/policy.rego;policies/medtech/log_retention_for_clinical_events/policy_test.rego"
"medtech.onc_cures_api_fhir_r4","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/onc_cures_api_fhir_r4/policy.rego;policies/medtech/onc_cures_api_fhir_r4/policy_test.rego"
"medtech.onc_information_blocking_prohibited","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/onc_information_blocking_prohibited/policy.rego;policies/medtech/onc_information_blocking_prohibited/policy_test.rego"
"medtech.sg_hcsa_pdpa_health_data","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/sg_hcsa_pdpa_health_data/policy.rego;policies/medtech/sg_hcsa_pdpa_health_data/policy_test.rego"
"medtech.uk_dtac_compliance","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/uk_dtac_compliance/policy.rego;policies/medtech/uk_dtac_compliance/policy_test.rego"
"medtech.uk_mhra_post_market_surveillance","<Policy Title>","<Standard or Regulation>","<version or ""current"">","gatekeeper","medium","Global","2","policies/medtech/uk_mhra_post_market_surveillance/policy.rego;policies/medtech/uk_mhra_post_market_surveillance/policy_test.rego"
"pci.ebs_encryption","EBS volume encryption enabled","PCI DSS","4.0","other","medium","Global","2","policies/pci/ebs_encryption/policy.rego;policies/pci/ebs_encryption/policy_test.rego"
"pci.https_only","Enforce HTTPS only","PCI DSS","4.0","other","medium","Global","2","policies/pci/https_only/policy.rego;policies/pci/https_only/policy_test.rego"
"pci.iam_password_policy","Strong password policy","PCI DSS","4.0","other","medium","Global","2","policies/pci/iam_password_policy/policy.rego;policies/pci/iam_password_policy/policy_test.rego"
"pci.logging_enabled","Logging enabled","PCI DSS","4.0","other","medium","Global","2","policies/pci/logging_enabled/policy.rego;policies/pci/logging_enabled/policy_test.rego"
"pci.storage_encryption","Encrypt stored cardholder data","PCI DSS","4.0","other","medium","Global","2","policies/pci/storage_encryption/policy.rego;policies/pci/storage_encryption/policy_test.rego"
"rg.au_audit_trails","AU — Audit trails & secure hosting controls","AU iGaming Hosting","placeholder","other","medium","APAC","2","policies/rg/au_audit_trails/policy.rego;policies/rg/au_audit_trails/policy_test.rego"
"rg.self_exclusion_enforced","Responsible Gambling — Self-exclusion enforced","UKGC/MGA","placeholder","other","high","Europe","2","policies/rg/self_exclusion_enforced/policy.rego;policies/rg/self_exclusion_enforced/policy_test.rego"
"rg.uigea_payment_blocks","UIGEA — Payment blocks","UIGEA","31 USC 5361","other","high","North America","2","policies/rg/uigea_payment_blocks/policy.rego;policies/rg/uigea_payment_blocks/policy_test.rego"
